chr	start	end	seq	strand	read_count	mapq	read_count_1	mapq_1	read_count_2	mapq_2	experiment	replicate	genotype	launch_pad_location	insert	sample_type	sorted_gate	pool_nr	sample_name	ctrl_lib_nr	name	genotype_for_title
chr2	87540082	87540083	TA	+	2	41	0	-	2	41	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chrX	65188558	65188559	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chrX	89968937	89968938	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chrX	115819601	115819602	TA	-	1	16	0	-	1	16	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chrX	144976265	144976266	TA	+	1	11	0	-	1	11	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chrX	152631253	152631254	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chrX	162651907	162651908	TA	+	1	11	1	11	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chrX	163875643	163875644	TA	-	1	40	0	-	1	40	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chrY	2668482	2668483	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr1	49586106	49586107	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr2	115999552	115999553	TC	-	1	35	1	35	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr2	131261495	131261496	TA	+	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr2	135336479	135336480	TA	-	1	31	1	31	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr2	140027452	140027453	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr2	154411811	154411812	TA	+	1	23	0	-	1	23	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr2	161618256	161618257	TA	-	1	23	0	-	1	23	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr2	165627724	165627725	TA	+	1	11	0	-	1	11	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr2	168306078	168306079	TA	+	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr2	171860018	171860019	TA	+	1	31	1	31	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr2	178920108	178920109	TA	+	1	23	0	-	1	23	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr1	58771927	58771928	TA	+	1	31	1	31	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	13318688	13318689	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	16821720	16821721	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	19849142	19849143	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	28741192	28741193	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	33062650	33062651	TC	+	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	33097381	33097382	TA	-	9	42	3	42	6	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34643961	34643962	TA	+	5	42	0	-	5	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34643961	34643962	TA	+	401	42	162	42	239	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34645385	34645386	TA	+	2	32.5	2	32.5	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34645928	34645929	TA	-	1	40	0	-	1	40	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr1	65135206	65135207	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34648358	34648359	TA	-	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34648649	34648650	TA	+	4	42	1	42	3	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34649353	34649354	TA	-	21	42	5	40	16	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34649576	34649577	TA	+	3	42	2	42	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34652352	34652353	TA	+	10	42	6	42	4	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34653256	34653257	TA	+	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34653290	34653291	TA	-	6	42	0	-	6	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34654981	34654982	TG	-	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34654985	34654986	TA	-	2	42	2	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34657481	34657482	TA	+	3	42	3	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr1	65276981	65276982	TA	-	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34665050	34665051	TA	-	4	40	4	40	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34666668	34666669	TG	-	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34666671	34666672	TA	-	9	42	4	42	5	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34700499	34700500	TA	-	13	42	6	42	7	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34742039	34742040	TA	+	2	33	0	-	2	33	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34743816	34743817	TA	+	9	42	0	-	9	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34744581	34744582	TA	+	17	42	5	42	12	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34746212	34746213	TA	-	9	42	2	42	7	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34746231	34746232	TA	*	24	42	19	42	5	24	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34746259	34746260	TA	-	1	40	0	-	1	40	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr1	81757342	81757343	TA	-	1	31	0	-	1	31	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34746599	34746600	TA	-	22	42	18	42	4	41	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34746794	34746795	TA	+	11	42	2	42	9	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34746873	34746874	TG	+	2	42	0	-	2	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34746876	34746877	TA	+	14	42	3	42	11	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34748512	34748513	TA	-	8	42	3	42	5	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34749088	34749089	TA	+	9	42	3	42	6	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34749621	34749622	TA	-	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34750211	34750212	TA	+	5	42	2	42	3	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34750941	34750942	TA	-	3	42	1	42	2	33	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34751145	34751146	TA	+	3	42	2	41	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr1	92364798	92364799	TA	+	1	24	1	24	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34751246	34751247	TA	-	3	42	1	42	2	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34752012	34752013	TA	+	3	42	3	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34752016	34752017	TA	+	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34752105	34752106	TA	+	11	42	3	42	8	41	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34752213	34752214	TA	-	2	33	0	-	2	33	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34752745	34752746	TA	+	7	42	4	42	3	23	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34753332	34753333	TA	-	2	42	1	42	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34753412	34753413	TA	-	5	42	0	-	5	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34753732	34753733	TA	-	8	42	6	42	2	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr3	34754181	34754182	TA	+	6	42	0	-	6	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	2	Sox2P-reporter -116 kb, population P2 pool2 rep3	NA	NA	NA
chr1	9925435	9925436	TA	+	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr1	120010361	120010362	TA	+	1	11	1	11	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34753551	34753552	TA	*	3	42	2	42	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34754834	34754835	TA	*	36	42	12	42	24	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34754850	34754851	TA	*	26	42	7	42	19	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34755128	34755129	TA	-	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34755294	34755295	TA	+	30	42	6	41	24	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34755357	34755358	TA	*	22	42	10	41	12	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34755365	34755366	TA	+	34	42	11	42	23	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34755945	34755946	TA	+	9	42	7	42	2	41	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34757073	34757074	TA	-	21	42	11	42	10	41	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34757077	34757078	TA	-	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr1	121255169	121255170	TA	-	1	30	0	-	1	30	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34757100	34757101	TA	*	9	42	2	40	7	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34757104	34757105	TA	+	7	40	4	41	3	40	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34757108	34757109	TA	*	5	42	1	42	4	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34757112	34757113	TA	-	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34758485	34758486	TA	-	12	42	7	42	5	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34758896	34758897	TA	-	5	42	5	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34758900	34758901	TA	+	9	42	3	42	6	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34758903	34758904	TA	+	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34759106	34759107	TA	*	14	42	8	42	6	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34759126	34759127	TA	+	8	41	3	42	5	40	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr1	143459007	143459008	TA	+	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34759130	34759131	TA	-	20	42	5	42	15	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34759154	34759155	TA	+	4	42	2	42	2	32.5	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34759396	34759397	TA	-	21	42	9	42	12	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34759768	34759769	TA	-	14	42	9	42	5	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34760374	34760375	TA	+	11	42	9	42	2	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34760994	34760995	TA	+	15	42	4	42	11	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34761155	34761156	TA	-	8	42	3	42	5	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34761324	34761325	TA	+	19	42	4	32	15	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34762168	34762169	TA	-	20	42	5	40	15	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34762195	34762196	TA	-	23	42	2	33	21	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr1	165265965	165265966	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34762262	34762263	TA	-	11	42	2	42	9	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34762331	34762332	TA	-	8	42	8	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34762414	34762415	TA	+	2	41	2	41	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34762494	34762495	TA	-	13	42	10	42	3	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34762582	34762583	TA	-	1	40	1	40	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34762700	34762701	TA	-	7	42	3	42	4	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34762753	34762754	TA	-	23	42	8	42	15	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34762784	34762785	TA	-	24	42	8	42	16	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34762939	34762940	TA	-	1	24	0	-	1	24	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34762949	34762950	TA	-	6	42	2	42	4	41	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr1	167406399	167406400	TA	+	1	40	0	-	1	40	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34763014	34763015	TA	-	1	23	0	-	1	23	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34763035	34763036	TA	-	21	40	20	40	1	40	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34763089	34763090	TA	-	1	26	1	26	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34763094	34763095	TA	-	16	41	11	42	5	40	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34763241	34763242	TA	-	14	42	0	-	14	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34763778	34763779	TA	-	2	42	2	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34763784	34763785	TA	-	3	42	3	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34764009	34764010	TA	+	13	40	2	32.5	11	40	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34764087	34764088	TA	-	4	41	4	41	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34764289	34764290	TA	-	11	42	0	-	11	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr1	169296269	169296270	GT	-	1	11	0	-	1	11	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34764335	34764336	TA	-	10	42	2	41	8	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34765104	34765105	TA	+	5	42	3	42	2	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34765395	34765396	TC	-	1	23	1	23	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34769330	34769331	TA	+	3	42	0	-	3	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34769677	34769678	TA	-	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34770663	34770664	TA	-	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34770667	34770668	TA	-	8	42	6	42	2	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34770903	34770904	AC	-	1	40	1	40	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
