chr	start	end	seq	strand	read_count	mapq	read_count_1	mapq_1	read_count_2	mapq_2	sample	experiment	launch_pad_location	genotype	insert	cell_line	replicate	sorted_gate	sample_type	pool_nr	CBS_motif_orientation
chr3	34747940	34747941	TA	+	9	42	0	-	9	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr3	34749878	34749879	TA	-	25	42	14	42	11	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr3	34643961	34643962	TA	+	465	42	155	42	310	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr3	34749881	34749882	TA	-	1	40	0	-	1	40	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr3	34751145	34751146	TA	+	3	42	2	42	1	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr3	34751464	34751465	TA	+	5	42	0	-	5	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr3	34752720	34752721	TA	+	18	42	5	42	13	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr3	34754615	34754616	TA	+	7	42	0	-	7	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr3	34754736	34754737	TA	+	13	42	13	42	0	-	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr3	34754834	34754835	TA	+	2	42	0	-	2	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr3	34755020	34755021	TA	+	2	42	0	-	2	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr3	34755367	34755368	TA	+	2	42	1	42	1	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr3	34758896	34758897	TA	-	5	42	0	-	5	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr3	34650745	34650746	TA	+	5	40	0	-	5	40	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr3	34759116	34759117	TA	+	6	42	0	-	6	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr3	34759132	34759133	TA	-	17	42	5	42	12	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr3	34760710	34760711	TA	-	8	42	0	-	8	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr3	34762784	34762785	TA	-	7	42	3	42	4	32.5	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr3	34763113	34763114	TA	-	8	42	3	42	5	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr3	34763143	34763144	TA	-	1	42	0	-	1	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr3	34763944	34763945	TA	-	4	36	2	20.5	2	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr3	34765237	34765238	TA	-	9	42	5	42	4	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr3	34765824	34765825	TA	-	16	41	9	16	7	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr3	34770968	34770969	TA	-	14	42	5	42	9	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr3	34652352	34652353	TA	+	2	42	0	-	2	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr3	34771021	34771022	TA	-	12	42	4	42	8	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr3	34771024	34771025	TA	-	1	42	0	-	1	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr3	34771052	34771053	TA	-	11	42	4	42	7	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr3	46018208	46018209	TA	-	1	31	0	-	1	31	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr3	139916444	139916445	TA	-	1	30	0	-	1	30	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr4	126190309	126190310	TA	-	1	30	0	-	1	30	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr5	72875286	72875287	TA	+	1	23	1	23	0	-	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr6	62533471	62533472	TA	+	1	31	0	-	1	31	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr6	77554000	77554001	TA	-	1	31	0	-	1	31	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr6	137763243	137763244	TA	+	1	42	0	-	1	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr3	34652399	34652400	TA	+	12	42	12	42	0	-	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr6	143771346	143771347	TA	-	1	11	0	-	1	11	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr7	133192071	133192072	TA	+	1	42	0	-	1	42	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr8	92156704	92156705	TA	+	1	35	0	-	1	35	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr8	112260684	112260685	TA	+	1	35	0	-	1	35	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr9	110018907	110018908	TA	+	1	40	0	-	1	40	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr11	7559264	7559265	TA	+	1	11	0	-	1	11	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr12	31424742	31424743	TA	+	1	11	0	-	1	11	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr13	35204352	35204353	TA	-	1	40	0	-	1	40	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr15	102156531	102156532	TA	+	1	40	0	-	1	40	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	RV
chr16	44377105	44377106	TA	-	1	30	0	-	1	30	23_MK02_P2_8	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	8	FW
chr1	3049305	3049306	TA	+	1	23	0	-	1	23	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34652399	34652400	TA	+	9	42	9	42	0	-	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34666343	34666344	TC	+	1	42	0	-	1	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34666346	34666347	TA	+	10	42	1	21	9	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34666671	34666672	TA	-	7	42	0	-	7	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34669151	34669152	TA	-	9	42	2	42	7	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34669511	34669512	TA	-	5	42	0	-	5	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34671982	34671983	TA	-	14	42	1	42	13	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34679716	34679717	TA	+	1	42	1	42	0	-	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34685931	34685932	TA	+	10	42	0	-	10	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34686010	34686011	TA	+	2	42	2	42	0	-	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	31007585	31007586	TA	-	1	14	0	-	1	14	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34686051	34686052	TA	-	36	42	0	-	36	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34686252	34686253	TA	+	2	41	1	40	1	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34688962	34688963	TA	+	2	42	2	42	0	-	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34691690	34691691	TA	+	4	42	1	42	3	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34693543	34693544	TA	+	4	42	3	42	1	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34694464	34694465	TA	+	7	42	7	42	0	-	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34694585	34694586	TA	+	12	42	6	42	6	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34694645	34694646	TA	-	7	42	5	42	2	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34695432	34695433	TA	+	5	42	2	42	3	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34700631	34700632	TA	-	5	42	0	-	5	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34327792	34327793	TA	-	2	42	0	-	2	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34710411	34710412	TA	+	3	42	1	42	2	41	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34713739	34713740	TA	-	4	42	0	-	4	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34713742	34713743	TA	-	1	24	0	-	1	24	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34715722	34715723	TA	+	2	41	2	41	0	-	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34716998	34716999	TA	+	1	42	0	-	1	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34717002	34717003	TA	+	6	42	3	42	3	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34723244	34723245	TA	+	24	42	4	42	20	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34726026	34726027	TA	+	23	26	0	-	23	26	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34728129	34728130	TA	+	15	42	5	42	10	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34732730	34732731	TA	+	17	42	2	42	15	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34352441	34352442	TA	+	4	42	0	-	4	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34734936	34734937	TA	+	3	42	1	42	2	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34736975	34736976	TA	+	17	42	0	-	17	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34737651	34737652	TA	+	41	42	0	-	41	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34738401	34738402	TA	-	22	42	0	-	22	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34739379	34739380	TA	+	2	42	2	42	0	-	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34739612	34739613	TA	+	10	42	1	42	9	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34740397	34740398	TA	-	11	42	7	42	4	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34740593	34740594	TA	+	20	42	4	42	16	41	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34741864	34741865	TA	+	17	42	0	-	17	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34741880	34741881	TA	+	17	42	0	-	17	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34638975	34638976	TA	-	11	42	0	-	11	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34745565	34745566	TA	+	6	42	2	42	4	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34746624	34746625	TA	+	4	42	2	42	2	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34750609	34750610	TA	+	3	42	1	42	2	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34751464	34751465	TA	+	16	42	0	-	16	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34752213	34752214	TA	+	16	42	3	42	13	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34752747	34752748	TA	-	1	42	1	42	0	-	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34753332	34753333	TA	+	8	42	5	42	3	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34753335	34753336	CA	+	1	42	1	42	0	-	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34754194	34754195	TA	+	1	42	0	-	1	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34754615	34754616	TA	+	17	42	0	-	17	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34643961	34643962	TA	+	528	42	140	42	388	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34754736	34754737	TA	+	18	42	18	42	0	-	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34754834	34754835	TA	+	16	42	0	-	16	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34755020	34755021	TA	+	24	42	0	-	24	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34755294	34755295	TA	-	1	42	0	-	1	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34758896	34758897	TA	-	5	42	1	42	4	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34759106	34759107	TA	-	3	42	2	42	1	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34759116	34759117	TA	+	17	42	0	-	17	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34760710	34760711	TA	-	2	41	1	40	1	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34762556	34762557	TA	-	2	42	1	42	1	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34763113	34763114	TA	-	4	42	0	-	4	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34648358	34648359	TA	+	2	41	0	-	2	41	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	34763173	34763174	TA	-	1	24	0	-	1	24	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34763197	34763198	TA	-	2	23.5	0	-	2	23.5	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34763944	34763945	TA	-	16	41	6	21	10	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34765233	34765234	TA	-	2	42	2	42	0	-	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34765237	34765238	TA	-	17	42	6	42	11	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34770994	34770995	TA	-	16	42	5	42	11	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34773107	34773108	TA	-	6	42	6	42	0	-	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	37860460	37860461	TA	+	14	42	5	40	9	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	132288112	132288113	TA	+	1	11	0	-	1	11	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr3	135889098	135889099	TA	-	1	11	1	11	0	-	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34650745	34650746	TA	+	11	27	0	-	11	27	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr4	29120648	29120649	TA	+	1	23	0	-	1	23	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr5	108016096	108016097	TA	-	1	11	0	-	1	11	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr7	35741266	35741267	TA	-	1	31	0	-	1	31	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr8	86652692	86652693	TA	+	1	30	0	-	1	30	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr8	92156704	92156705	TA	+	1	35	0	-	1	35	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr9	53675965	53675966	TA	+	1	26	0	-	1	26	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr9	94631331	94631332	TA	+	1	11	1	11	0	-	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr9	110018909	110018910	TA	+	2	40	0	-	2	40	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr11	108078931	108078932	TA	+	1	31	0	-	1	31	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr12	74565293	74565294	TA	-	1	31	0	-	1	31	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr3	34652352	34652353	TA	+	2	42	1	42	1	42	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr16	9333033	9333034	TA	-	1	21	1	21	0	-	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr17	30821628	30821629	TA	-	1	31	0	-	1	31	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chr18	68642273	68642274	TA	-	1	30	0	-	1	30	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	FW
chrX	36983319	36983320	TA	+	1	35	1	35	0	-	23_MK02_P2_9	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P2	sorted pool	9	RV
chr1	93399371	93399372	TA	+	1	42	0	-	1	42	23_MK02_P3_1	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P3	sorted pool	1	RV
chr3	34650745	34650746	TA	+	15	27	0	-	15	27	23_MK02_P3_1	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P3	sorted pool	1	RV
chr3	34652399	34652400	TA	+	8	42	8	42	0	-	23_MK02_P3_1	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P3	sorted pool	1	RV
chr3	34659072	34659073	TA	+	3	42	3	42	0	-	23_MK02_P3_1	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P3	sorted pool	1	RV
chr3	34660251	34660252	TA	+	1	42	1	42	0	-	23_MK02_P3_1	E2401	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep2	P3	sorted pool	1	RV
